,sumA,sumO,sumE,sumN,sumC,age
12255,23,1,-12,-19,-1,25
12256,10,17,-6,-17,-3,25
12257,12,8,-11,-24,13,25
12258,16,20,2,-20,4,25
12259,9,22,-16,-31,10,25
12260,19,20,1,-13,13,25
12261,17,14,-7,-30,-2,25
12262,17,6,-3,-27,10,25
12263,25,18,-14,-19,16,25
12264,9,15,-2,-23,-6,25
12265,23,12,0,-10,11,25
12266,25,19,6,-8,-2,25
12267,12,15,1,-4,18,25
12268,15,18,4,-5,9,25
12269,13,18,11,-24,6,25
12270,22,21,0,-15,3,25
12271,18,17,0,-8,-2,25
12272,9,22,-16,-4,7,25
12273,17,21,9,-8,-9,25
12274,17,17,-6,-27,6,25
12275,25,14,-5,-14,13,25
12276,26,17,4,-19,-2,26
12277,16,20,-7,-24,5,26
12278,14,12,-11,-21,9,26
12279,15,20,-10,-12,5,26
12280,13,23,0,-21,-4,26
12281,17,12,-2,-26,1,26
12282,24,16,-4,-13,-3,26
12283,21,16,-4,-16,-5,26
12284,10,11,-8,-6,-2,26
12285,11,14,-16,-20,7,26
12286,16,13,1,-20,3,26
12287,22,18,5,-23,5,26
12288,17,17,4,-6,-4,26
12289,17,18,6,-15,3,26
12290,9,23,9,-4,18,26
12291,6,14,-15,-17,-7,26
12292,12,14,-7,-20,0,26
12293,9,4,-15,-9,7,26
12294,17,14,-8,-18,1,26
12295,22,21,1,-5,12,26
12296,18,19,5,-21,4,26
12297,17,15,-3,-11,10,26
12298,18,22,-1,-5,11,26
12299,15,19,-12,-26,-1,26
12300,20,20,-7,-19,2,26
12301,10,17,5,-12,8,26
12302,13,17,-25,-35,-12,26
12303,25,20,-2,-5,8,26
12304,17,16,-8,-13,11,26
12305,7,13,-7,-21,0,26
12306,15,12,-7,-24,7,26
12307,12,14,1,0,17,26
12308,8,15,-3,-10,10,26
12309,19,12,-4,-19,9,26
12310,21,17,12,-4,7,26
12311,16,24,3,-26,-3,26
12312,-4,19,-16,-13,9,26
12313,24,22,3,-2,16,26
12314,9,20,8,-29,3,26
12315,20,8,3,-13,11,26
12316,4,20,-5,-23,3,26
12317,20,19,9,-26,-9,26
12318,13,9,5,-15,11,26
12319,20,8,0,-21,12,26
12320,12,17,-6,-10,2,26
12321,16,22,-5,-4,4,26
12322,13,20,-11,-13,18,26
12323,18,16,0,-11,15,26
12324,9,11,-4,-13,3,26
12325,13,24,-13,-34,-1,26
12326,12,14,6,-10,9,26
12327,21,8,-1,-27,8,26
12328,21,12,6,-26,6,26
12329,13,12,-12,-23,-1,26
12330,15,16,4,-4,1,26
12331,22,20,3,-30,6,26
12332,12,22,-14,-31,10,26
12333,13,9,-10,-25,5,26
12334,13,20,0,-21,4,26
12335,20,16,-4,-4,13,26
12336,21,12,4,-28,15,26
12337,21,21,-14,-11,15,26
12338,13,20,-13,-19,0,26
12339,6,14,-8,-18,1,26
12340,23,18,7,-6,9,26
12341,20,24,6,-8,13,26
12342,14,15,-12,-25,8,26
12343,3,17,-19,-31,-1,26
12344,8,9,-9,-12,0,26
12345,6,9,-9,-13,8,26
12346,24,20,12,-15,11,26
12347,21,25,-3,-30,6,26
12348,16,12,1,-14,2,26
12349,9,14,-17,-28,3,26
12350,16,13,-1,-20,2,26
12351,25,22,6,-13,19,26
12352,14,21,13,-21,14,26
12353,16,15,-7,-1,10,26
12354,19,15,-13,-14,16,26
12355,11,14,-9,-21,-4,26
12356,8,0,-18,-26,2,26
12357,11,22,-3,-3,15,26
12358,11,11,-4,-27,-1,26
12359,22,17,6,-15,10,26
12360,7,17,-13,-31,0,26
12361,12,17,-3,-16,8,26
12362,20,9,-6,-27,12,26
12363,4,20,-15,-34,16,26
12364,19,19,-14,-25,1,26
12365,3,17,-14,-15,8,26
12366,21,18,-1,-24,13,26
12367,21,19,9,-21,13,26
12368,18,21,6,-5,3,26
12369,15,7,0,-18,3,26
12370,17,15,3,-7,3,26
12371,19,8,-11,-21,15,26
12372,-14,13,-26,-27,12,26
12373,15,17,-1,-16,3,26
12374,17,8,-16,-11,-9,26
12375,9,14,-6,-14,1,26
12376,13,23,-3,-24,-10,26
12377,20,8,0,-8,-2,26
12378,25,16,-4,-5,11,26
12379,-2,13,-23,-26,-10,26
12380,20,16,-3,-20,2,26
12381,4,8,-7,-12,2,26
12382,21,14,-9,-27,1,26
12383,15,15,-1,-4,5,26
12384,22,21,10,2,20,26
12385,22,14,2,-32,4,26
12386,12,12,-12,-23,4,26
12387,7,8,-18,-32,-11,26
12388,17,19,2,-8,1,26
12389,8,3,0,-21,3,26
12390,22,21,13,-7,7,26
12391,8,20,-20,-24,7,26
12392,12,19,4,-22,-4,26
12393,9,6,-9,-14,11,26
12394,7,13,4,-8,8,26
12395,5,17,-9,-18,11,26
12396,20,23,13,-6,7,26
12397,13,20,-17,-18,4,26
12398,10,13,-14,-16,16,26
12399,6,11,-10,-33,2,26
12400,14,19,-4,-9,12,26
12401,17,19,-13,-21,5,26
12402,2,-1,-19,-19,-1,26
12403,15,16,0,-21,3,26
12404,16,15,3,-24,5,26
12405,17,4,-2,-17,8,26
12406,-1,22,-24,-26,-5,26
12407,15,19,3,-22,8,26
12408,12,2,-15,-21,-1,26
12409,17,10,-5,-32,-2,26
12410,22,22,14,-2,20,26
12411,16,17,0,-12,6,26
12412,16,18,7,-26,7,26
12413,23,23,10,-13,1,26
12414,17,9,-3,-16,4,26
12415,22,17,7,-20,15,26
12416,20,19,-13,1,-1,26
12417,20,20,-12,-12,7,26
12418,15,14,6,-13,-2,26
12419,24,25,-10,-12,10,26
12420,22,10,-4,-13,10,26
12421,14,21,4,-21,4,26
12422,18,22,-13,-31,0,26
12423,21,15,-12,-28,2,26
12424,21,23,-6,-6,11,26
12425,-3,15,-4,-15,10,26
12426,10,9,5,-13,2,26
12427,11,19,-3,-25,-1,26
12428,22,21,4,-23,-12,26
12429,15,14,-17,-9,9,26
12430,10,5,2,-21,1,26
12431,21,21,10,-13,-4,26
12432,15,25,1,-7,11,26
12433,11,24,-12,-16,10,26
12434,9,19,-10,-20,4,26
12435,11,18,-6,-19,-5,26
12436,13,15,1,-13,0,26
12437,21,25,5,-16,17,26
12438,14,19,-2,-16,3,26
12439,16,21,-7,-29,0,26
12440,16,23,-5,0,15,26
12441,15,8,1,-16,-4,26
12442,24,21,12,-32,-2,26
12443,23,9,-4,-17,4,26
12444,21,21,1,-4,-1,26
12445,14,12,-13,-15,0,26
12446,17,3,-3,-23,3,26
12447,7,14,-15,-23,8,26
12448,10,14,-9,-20,-4,26
12449,20,15,2,-17,3,26
12450,19,19,-23,-32,-4,26
12451,10,2,-18,-30,-9,26
12452,17,23,0,-17,2,26
12453,20,10,6,-34,-2,26
12454,23,15,6,-11,14,26
12455,17,12,-3,-18,7,26
12456,23,10,-18,-27,12,26
12457,22,20,-4,-7,13,26
12458,11,16,-17,-15,-1,26
12459,22,22,2,-14,13,26
12460,5,21,-13,-25,0,26
12461,11,11,-4,-26,-1,26
12462,25,21,-3,-17,10,26
12463,13,9,-5,-27,2,26
12464,3,16,-10,-24,-10,26
12465,5,0,-10,-23,4,26
12466,26,20,8,-3,-8,26
12467,13,14,-8,-15,2,26
12468,1,13,-3,-22,4,26
12469,9,17,-1,-21,10,26
12470,11,13,-11,-21,4,26
12471,21,10,-13,-9,16,26
12472,19,20,4,-12,12,26
12473,21,13,-10,-18,8,26
12474,11,13,-11,-24,2,26
12475,16,14,-8,-18,2,26
12476,25,16,3,-21,8,26
12477,8,4,-24,-22,-4,26
12478,11,24,-11,-24,-4,26
12479,21,17,-11,-19,15,26
12480,9,20,2,-8,11,26
12481,14,13,5,-10,1,26
12482,2,8,-6,-31,-1,26
12483,18,14,0,-14,11,26
12484,20,16,2,-23,7,26
12485,17,25,-15,-2,12,26
12486,19,20,10,-14,-5,26
12487,13,14,-4,-6,0,26
12488,23,17,-3,-16,4,26
12489,18,14,-10,-24,-2,26
12490,23,18,10,-12,12,26
12491,14,14,11,-22,4,26
12492,20,16,-15,-19,8,26
12493,12,14,-5,-15,6,26
12494,14,16,-16,-28,-3,26
12495,13,23,3,-32,-7,26
12496,5,18,-6,-12,8,26
12497,14,9,-18,-32,-2,26
12498,23,12,4,-10,10,26
12499,14,15,3,-11,11,26
12500,11,12,6,-19,13,26
12501,-2,20,-15,-24,4,26
12502,5,17,1,-21,18,26
12503,26,18,8,-4,16,26
12504,17,10,-23,-16,11,26
12505,12,19,-3,-12,1,26
12506,9,17,-1,-25,12,26
12507,25,19,12,-8,17,26
12508,26,17,8,-2,-5,26
12509,17,15,11,-16,8,26
12510,24,10,6,-18,9,26
12511,15,22,4,0,-2,26
12512,13,19,-7,-25,-5,26
12513,5,12,-9,-22,-3,26
12514,18,13,2,-9,10,26
12515,15,20,1,-14,7,26
12516,12,15,-12,-19,3,26
12517,10,17,-7,-15,4,26
12518,9,11,-2,-15,3,26
12519,21,7,1,-28,15,26
12520,20,23,-6,-18,3,26
12521,9,9,-5,-12,-2,26
12522,18,20,-4,-2,7,26
12523,19,13,7,-21,6,26
12524,12,16,8,-6,8,26
12525,12,21,-9,-33,3,26
12526,-1,23,-23,-18,8,26
12527,10,11,-5,-20,7,26
12528,14,14,1,-21,0,26
12529,12,18,-8,-16,0,26
12530,20,25,10,-19,3,26
12531,11,16,2,-2,8,26
12532,16,7,3,-14,9,26
12533,18,18,-6,-24,13,26
12534,15,4,2,-17,7,26
12535,12,13,-13,-15,4,26
12536,16,22,-8,-26,2,26
12537,18,26,-11,-1,6,26
12538,7,6,-15,-17,3,26
12539,23,20,-1,-20,6,26
12540,23,21,6,-16,10,26
12541,4,9,-15,-23,-1,26
12542,23,17,-10,1,7,26
12543,11,23,2,-12,5,26
12544,6,12,-11,-16,11,26
12545,10,8,-14,-21,-8,26
12546,24,15,-4,2,9,26
12547,20,5,2,-15,13,26
12548,22,23,7,-20,17,26
12549,5,16,-16,-22,-4,26
12550,16,20,-8,-13,11,26
12551,14,8,-6,-13,2,26
12552,12,2,2,-16,16,26
12553,12,8,-14,-23,-6,26
12554,-2,14,-18,-22,3,26
12555,6,16,3,-8,-7,26
12556,10,21,-23,-26,-1,26
12557,9,13,0,-19,-4,26
12558,8,10,-19,-27,1,26
12559,15,16,-6,-24,-3,26
12560,19,11,5,-26,9,26
12561,10,7,-8,-22,-5,26
12562,23,22,-2,-13,2,26
12563,10,13,-18,-20,4,26
12564,18,17,-3,-18,-1,26
12565,20,13,1,-18,-9,26
12566,19,21,1,-16,0,26
12567,13,21,-19,-10,-4,26
12568,12,15,-13,-15,9,26
12569,23,12,-12,-9,9,26
12570,13,13,-22,-21,-5,26
12571,21,20,-1,-5,6,26
12572,18,20,-6,-26,-7,26
12573,18,19,6,-31,1,26
12574,24,4,1,-20,18,26
12575,16,4,-5,-18,-1,26
12576,22,22,2,-32,7,26
12577,18,17,-11,-8,1,26
12578,17,20,6,-4,8,26
12579,14,20,-11,-22,-1,26
12580,24,20,14,-3,10,26
12581,7,12,-14,-9,11,26
12582,6,19,-14,-21,-9,26
12583,23,23,6,-29,2,26
12584,13,17,-12,-27,1,26
12585,17,12,2,-23,-1,26
12586,5,4,-8,-27,-1,26
12587,16,16,3,-15,5,26
12588,21,13,-1,-24,6,26
12589,23,21,2,-8,3,26
12590,12,13,3,-10,8,26
12591,23,13,-17,-22,8,26
12592,24,25,8,-3,15,26
12593,26,23,5,-13,20,26
12594,19,15,-8,-12,5,26
12595,22,16,1,-29,12,26
12596,18,16,-1,-25,6,26
12597,8,15,-7,-23,-1,26
12598,18,12,-1,-8,11,26
12599,15,10,-13,-26,7,26
12600,19,22,1,-12,14,26
12601,1,19,-10,-16,6,26
12602,19,17,1,-20,3,26
12603,12,13,1,-13,10,26
12604,17,24,6,-20,9,26
12605,22,24,0,-14,11,26
12606,19,17,0,-14,4,26
12607,-9,7,5,-15,9,26
12608,6,8,-6,-20,-2,26
12609,21,14,3,-14,4,26
12610,15,20,-10,-26,3,26
12611,13,15,-11,-30,4,26
12612,18,21,-5,-11,10,26
12613,15,18,1,-17,2,26
12614,18,13,3,-21,2,26
12615,10,10,-2,-16,9,26
12616,18,22,1,-18,-4,26
12617,2,10,-12,-15,5,26
12618,10,13,-10,-23,-8,26
12619,17,24,1,-30,0,26
12620,17,2,-17,-16,9,26
12621,11,18,-20,-17,1,26
12622,1,19,3,-6,11,26
12623,21,20,1,-16,11,26
12624,16,21,11,-10,6,26
12625,13,22,-20,-14,-2,26
12626,12,21,-3,-28,-12,26
12627,16,9,-8,-17,5,26
12628,20,10,-6,-16,-12,26
12629,24,20,10,-17,-1,26
12630,20,22,-4,-18,9,26
12631,20,17,-10,-34,9,26
12632,13,11,1,-23,1,26
12633,15,16,-5,-16,12,26
12634,15,12,2,1,15,26
12635,25,20,4,-8,17,26
12636,11,0,-8,-21,-5,26
12637,23,9,-9,-20,11,26
12638,14,9,0,-17,-7,26
12639,12,19,2,-20,9,26
12640,22,17,-2,-20,5,26
12641,11,13,-13,-27,3,26
12642,19,11,5,-27,5,26
12643,19,11,-1,-16,4,26
12644,8,7,-7,-33,6,26
12645,19,22,2,0,11,26
12646,22,19,5,-10,10,26
12647,21,22,-19,-6,3,26
12648,18,9,-7,-14,10,26
12649,17,16,-6,-30,7,26
12650,12,12,-11,-29,3,26
12651,17,8,-14,-32,0,26
12652,19,8,-9,-22,9,26
12653,16,12,-3,-25,5,26
12654,18,14,-7,-16,-6,26
12655,10,13,-20,-22,-3,26
12656,20,26,7,-2,20,26
12657,15,12,-6,-19,2,26
12658,19,16,-15,-25,14,26
12659,18,9,-1,-8,8,26
12660,25,15,-9,-25,3,26
12661,11,18,-5,-25,-9,26
12662,15,18,-19,-33,-1,26
12663,-2,19,-23,-18,5,26
12664,13,15,1,-11,3,26
12665,25,26,-12,-11,15,26
12666,3,17,-3,-19,2,26
12667,23,26,-2,-13,9,26
12668,11,6,-17,-16,11,26
12669,10,20,-16,-28,12,26
12670,19,11,-9,-18,1,26
12671,16,10,-5,-8,17,26
12672,21,14,-11,-2,-1,26
12673,3,12,-14,-32,1,26
12674,1,9,-12,-10,1,26
12675,15,17,-8,-14,1,26
12676,26,21,-2,-25,-3,26
12677,19,9,-18,-8,9,26
12678,23,17,4,-19,11,26
12679,10,20,-13,-15,1,26
12680,8,17,-10,-21,-1,26
12681,16,8,-10,-16,0,26
12682,24,18,5,-15,1,26
12683,24,12,-3,-15,-2,26
12684,9,8,-16,-30,10,26
12685,15,14,11,-27,-3,26
12686,15,14,2,-14,8,26
12687,9,20,-5,-24,9,26
12688,13,20,-8,-11,5,26
12689,26,22,-12,0,18,26
12690,9,22,4,-23,-6,26
12691,21,24,7,-5,16,26
12692,21,22,4,-10,20,26
12693,20,18,1,-11,5,26
12694,19,18,5,-3,6,26
12695,18,13,2,-16,9,26
12696,8,6,-3,-22,6,26
12697,19,8,3,-14,9,26
12698,16,17,6,-21,2,26
12699,23,14,13,-7,9,26
12700,12,13,3,-18,3,26
12701,13,17,4,-14,13,26
12702,3,9,-14,-11,3,26
12703,15,11,7,-13,-4,26
12704,21,17,-17,-25,-2,26
12705,16,11,4,-14,10,26
12706,6,8,-13,-20,1,26
12707,7,21,-17,-29,4,26
12708,20,21,2,-33,19,26
12709,15,12,-7,-10,9,26
12710,17,24,-15,-28,8,26
12711,-3,14,-19,-25,3,26
12712,19,14,-7,-22,12,26
12713,19,20,12,-14,1,26
12714,10,9,0,-21,2,26
12715,14,19,-11,-14,10,26
12716,18,14,10,-19,5,26
12717,17,20,-6,-21,-4,26
12718,22,6,-3,-9,6,26
12719,9,0,-7,-22,0,26
12720,20,23,-9,-7,17,26
12721,13,18,7,-12,10,26
12722,12,23,5,-13,5,26
12723,8,11,-20,-25,8,26
12724,21,12,3,-10,2,26
12725,16,4,-17,-12,-5,26
12726,25,25,-9,-29,8,26
12727,19,13,2,-20,-3,26
12728,26,14,8,-15,9,26
12729,14,9,-7,-12,0,26
12730,11,20,4,-20,16,26
12731,14,19,-11,-12,8,26
12732,2,16,-7,-13,-3,26
12733,15,18,-12,-22,4,26
12734,7,9,-17,-25,3,26
12735,13,14,-5,-22,0,26
12736,18,18,4,-26,1,26
12737,20,22,6,-23,-7,26
12738,21,17,1,-12,8,26
12739,18,14,-10,-30,4,26
12740,10,2,-14,-26,-8,26
12741,8,19,-3,-34,-7,26
12742,16,15,1,-14,1,26
12743,18,20,2,-28,9,26
12744,18,15,4,-14,4,26
12745,12,21,-15,-22,-1,26
12746,18,24,-6,-8,13,26
12747,18,15,-7,-32,4,26
12748,13,18,-4,-16,8,26
12749,17,12,-4,-17,-2,26
12750,15,18,-16,-11,5,26
12751,25,22,-13,-14,9,26
12752,14,15,2,-13,2,26
12753,12,9,7,-4,18,26
12754,14,12,-6,-9,2,26
12755,20,8,-1,-25,1,26
12756,23,25,-21,-16,18,26
12757,26,18,11,-24,-3,26
12758,15,22,-8,-9,13,26
12759,26,21,5,-22,0,26
12760,12,17,-7,-27,-3,26
12761,13,18,-5,-6,11,26
12762,14,15,4,-19,8,26
12763,11,17,-5,-16,7,26
12764,23,14,-2,-11,6,26
12765,16,10,0,-17,-11,26
12766,0,18,-11,-23,4,26
12767,14,18,0,-21,-7,26
12768,16,18,-13,-23,-2,26
12769,12,8,-5,-24,-1,26
12770,7,6,-9,-20,1,26
12771,13,14,-10,-10,9,26
12772,12,23,1,-27,-3,26
12773,12,22,-1,-19,-7,26
12774,13,23,9,-6,-1,26
12775,22,20,-15,-25,3,26
12776,20,18,-2,-15,5,26
12777,16,23,2,-6,10,26
12778,11,17,-14,-31,8,26
12779,8,17,-9,-21,-8,26
12780,26,23,3,-8,5,26
12781,19,21,6,-21,6,26
12782,24,14,13,-26,-8,26
12783,18,18,6,-20,-4,27
12784,12,24,5,-21,8,27
12785,18,17,5,-14,1,27
12786,17,19,-6,-11,9,27
12787,18,18,-16,-10,17,27
12788,9,15,-1,-25,-4,27
12789,15,13,1,-13,-1,27
12790,15,15,0,-7,3,27
12791,13,20,-6,-18,3,27
12792,26,17,8,-13,12,27
12793,26,24,14,-29,-1,27
12794,17,20,3,-23,-6,27
12795,20,17,0,-6,16,27
12796,20,8,-2,-22,-2,27
12797,20,11,-12,-20,0,27
12798,13,9,9,-10,8,27
12799,25,13,7,-7,10,27
12800,13,11,2,-30,12,27
12801,26,24,14,-10,4,27
12802,13,17,1,-20,7,27
12803,8,10,-16,-17,8,27
12804,14,21,-13,-25,4,27
12805,17,14,-6,-22,8,27
12806,18,14,0,-12,11,27
12807,8,13,-2,-24,4,27
12808,21,21,-6,-17,11,27
12809,20,21,-5,-22,-3,27
12810,17,19,4,-20,-7,27
12811,19,22,-15,-24,6,27
12812,22,19,-3,-29,-3,27
12813,12,12,-11,-18,-2,27
12814,7,6,-23,-26,6,27
12815,15,12,3,-15,4,27
12816,19,15,-19,-17,8,27
12817,4,15,2,-24,11,27
12818,4,17,-8,-4,4,27
12819,24,19,-12,-5,10,27
12820,15,8,-16,-27,3,27
12821,21,9,-20,-16,-8,27
12822,19,18,-9,-24,15,27
12823,17,13,-12,-16,6,27
12824,26,19,7,-7,17,27
12825,11,23,-5,-12,-9,27
12826,10,16,-17,-25,14,27
12827,10,7,-8,-19,4,27
12828,16,19,-12,-16,4,27
12829,14,14,-19,-22,-4,27
12830,22,21,13,-15,-2,27
12831,8,8,-18,-22,-5,27
12832,15,12,-3,-9,11,27
12833,22,14,-9,-8,6,27
12834,16,16,-4,-9,6,27
12835,7,14,-15,-12,-10,27
12836,17,10,-4,-22,-1,27
12837,13,11,-3,-17,3,27
12838,18,12,0,-11,1,27
12839,12,19,-9,-20,10,27
12840,14,15,-1,-25,10,27
12841,19,22,-7,-23,5,27
12842,4,-4,-20,-27,-9,27
12843,15,21,-4,-24,1,27
12844,21,10,0,-8,13,27
12845,24,18,7,-10,14,27
12846,8,22,-9,-22,8,27
12847,14,22,0,-30,-7,27
12848,19,21,5,-25,-10,27
12849,11,12,-5,-23,8,27
12850,18,16,9,-19,1,27
12851,21,25,2,-11,6,27
12852,14,19,-17,-7,-4,27
12853,15,14,3,-25,2,27
12854,9,14,-9,-21,7,27
12855,9,11,-19,-24,-4,27
12856,14,20,-1,-23,-2,27
12857,13,18,-1,-9,2,27
12858,19,26,3,-13,17,27
12859,25,23,9,-17,-5,27
12860,17,19,6,-21,11,27
12861,12,14,-17,-23,3,27
12862,19,17,5,-12,11,27
12863,14,19,-3,-23,-4,27
12864,14,15,5,-9,13,27
12865,26,24,13,-4,16,27
12866,21,11,0,-13,-6,27
12867,8,19,-6,-16,8,27
12868,10,9,1,-6,11,27
12869,14,16,-3,-17,2,27
12870,17,23,-10,-28,11,27
12871,-1,10,4,-26,-8,27
12872,25,15,-4,-11,14,27
12873,10,18,-13,-27,13,27
12874,13,13,1,-22,-11,27
12875,13,0,-16,-19,2,27
12876,10,12,-8,-13,-3,27
12877,11,7,-12,-33,12,27
12878,8,10,-10,-16,6,27
12879,19,10,-1,-16,11,27
12880,17,13,-13,-15,-2,27
12881,19,17,1,-4,13,27
12882,7,12,-22,-12,15,27
12883,23,14,4,-6,4,27
12884,26,24,5,-6,10,27
12885,12,13,7,-18,16,27
12886,15,11,0,-7,4,27
12887,15,9,-5,-17,4,27
12888,25,23,14,-9,15,27
12889,15,12,-6,-22,7,27
12890,5,22,2,-26,-6,27
12891,10,16,0,-18,9,27
12892,18,16,-12,-32,-9,27
12893,20,13,-7,-22,8,27
12894,21,23,-4,-14,-2,27
12895,18,19,7,-7,8,27
12896,26,25,14,-16,15,27
12897,17,24,12,-23,-4,27
12898,18,15,3,-6,7,27
12899,14,4,-9,-27,7,27
12900,20,21,6,-14,12,27
12901,12,14,-6,-10,1,27
12902,-4,14,-2,-29,-6,27
12903,21,15,-19,-16,3,27
12904,15,9,-15,-32,4,27
12905,19,23,-10,-26,-2,27
12906,19,17,1,-17,12,27
12907,17,19,-1,-16,8,27
12908,22,18,-9,-13,3,27
12909,14,8,-5,-25,-5,27
12910,23,26,5,-12,6,27
12911,3,23,-15,-24,2,27
12912,23,22,1,-8,19,27
12913,15,16,11,-19,8,27
12914,15,23,3,-17,7,27
12915,22,14,-10,-14,0,27
12916,19,16,4,-7,15,27
12917,15,9,-1,-13,-1,27
12918,13,19,-6,-27,7,27
12919,17,22,11,-30,8,27
12920,14,17,-23,-29,16,27
12921,20,15,0,-11,8,27
12922,12,14,-11,-18,-3,27
12923,15,14,8,-19,16,27
12924,17,13,-16,-24,4,27
12925,22,16,-1,-15,11,27
12926,19,3,-11,-24,-9,27
12927,10,11,-1,-16,4,27
12928,11,16,-12,-19,6,27
12929,19,15,-10,-21,8,27
12930,9,10,-19,-16,5,27
12931,14,9,-5,-18,8,27
12932,13,11,-9,-15,-3,27
12933,16,25,-6,-12,5,27
12934,14,10,-9,-17,0,27
12935,13,22,-11,-19,12,27
12936,6,19,5,-12,7,27
12937,18,18,-12,-16,3,27
12938,9,19,-2,-15,11,27
12939,12,3,-16,-19,3,27
12940,26,16,14,-13,2,27
12941,19,19,10,-19,7,27
12942,25,18,10,-12,18,27
12943,11,20,7,-24,8,27
12944,12,14,-16,-24,1,27
12945,12,24,-19,-34,-1,27
12946,22,19,-5,-26,6,27
12947,23,24,-6,-8,1,27
12948,16,9,-11,-29,-5,27
12949,16,12,8,-13,-1,27
12950,16,16,-12,-12,4,27
12951,23,12,5,-9,5,27
12952,8,21,-11,-31,14,27
12953,14,15,0,-21,6,27
12954,19,15,-5,-21,4,27
12955,10,12,-11,-10,9,27
12956,17,9,1,-15,2,27
12957,20,14,0,-17,9,27
12958,18,18,-9,-24,-1,27
12959,22,24,-1,-16,7,27
12960,15,15,-6,-15,8,27
12961,11,16,-18,-38,-10,27
12962,11,13,-10,-16,17,27
12963,25,20,3,-25,14,27
12964,16,14,-4,-8,9,27
12965,11,17,-17,-31,12,27
12966,8,17,3,-10,-4,27
12967,26,15,10,-27,1,27
12968,22,12,-2,-15,0,27
12969,7,16,-8,-14,3,27
12970,-3,23,-22,-30,-6,27
12971,22,16,-4,-9,3,27
12972,15,21,4,-27,7,27
12973,22,18,-2,-9,-6,27
12974,12,24,-10,-22,-6,27
12975,12,16,1,-24,-5,27
12976,2,12,-15,-26,-5,27
12977,15,18,-6,-14,6,27
12978,18,14,-18,-34,8,27
12979,12,19,-11,-22,8,27
12980,20,22,-7,-23,0,27
12981,24,16,-16,-21,12,27
12982,-1,14,6,-23,-6,27
12983,20,15,-1,-23,3,27
12984,17,4,-5,-15,6,27
12985,22,16,4,-20,3,27
12986,17,26,-6,-26,7,27
12987,17,13,-5,-17,13,27
12988,18,21,7,-16,13,27
12989,14,14,-4,-14,2,27
12990,20,25,-4,-18,19,27
12991,13,22,-14,-24,3,27
12992,23,23,11,-31,0,27
12993,9,20,2,-22,-1,27
12994,19,17,3,-18,-2,27
12995,17,17,1,-6,4,27
12996,16,23,-11,-37,13,27
12997,23,20,13,-16,12,27
12998,15,23,-8,-1,8,27
12999,22,22,13,-17,0,27
13000,21,19,-2,-22,16,27
13001,17,15,-8,-20,13,27
13002,5,19,-22,-27,6,27
13003,26,23,3,-27,15,27
13004,1,21,8,-22,0,27
13005,18,10,3,-9,3,27
13006,14,24,8,-16,13,27
13007,18,10,-2,-15,12,27
13008,11,11,3,-5,8,27
13009,11,11,3,-17,0,27
13010,18,9,-19,-17,7,27
13011,17,14,-7,-4,8,27
13012,19,13,9,-7,10,27
13013,21,7,-14,-11,-4,27
13014,10,22,-4,-16,1,27
13015,16,24,-4,-1,2,27
13016,8,18,-19,-30,-2,27
13017,25,15,11,-13,8,27
13018,2,13,-15,-28,10,27
13019,14,10,-11,-23,1,27
13020,8,21,2,-4,-9,27
13021,26,19,-13,-19,0,27
13022,14,17,-11,-22,4,27
13023,19,21,-14,-5,14,27
13024,15,18,6,-13,11,27
13025,5,24,1,-19,9,27
13026,-2,9,-22,-6,14,27
13027,24,26,10,-22,-4,27
13028,6,5,-24,-33,1,27
13029,2,14,-26,-30,-16,27
13030,20,16,8,-7,15,27
13031,17,23,3,-18,8,27
13032,6,19,-21,-24,-1,27
13033,20,10,-5,-28,5,27
13034,7,7,-6,-8,4,27
13035,3,16,-20,-15,7,27
13036,10,13,-9,-24,2,27
13037,17,18,5,-8,9,27
13038,15,26,-9,-18,8,27
13039,13,10,-4,-8,14,27
13040,23,25,4,-25,-4,27
13041,10,4,-13,-24,-2,27
13042,7,18,-15,-9,13,27
13043,17,11,-4,-11,18,27
13044,15,20,-4,-20,9,27
13045,23,12,10,-16,11,27
13046,20,15,-10,-26,8,27
13047,2,19,-15,-23,10,27
13048,7,16,-8,-35,-4,27
13049,-3,14,-25,-18,-4,27
13050,12,8,-12,-22,10,27
13051,15,21,-1,-19,6,27
13052,5,7,0,-20,14,27
13053,18,18,3,-13,9,27
13054,21,23,14,0,5,27
13055,23,15,3,-26,-1,27
13056,19,15,-18,-24,0,27
13057,19,17,0,-20,4,27
13058,10,22,4,-9,10,27
13059,12,9,-8,-11,9,27
13060,8,5,-9,-16,5,27
13061,19,23,-2,-25,0,27
13062,14,17,-3,-16,4,27
13063,22,4,-11,-17,6,27
13064,21,14,-9,-14,4,27
13065,10,14,-8,-9,11,27
13066,16,22,-15,-8,18,27
13067,24,3,10,-17,7,27
13068,15,15,-11,-24,0,27
13069,21,10,-21,-13,1,27
13070,11,18,-14,-5,8,27
13071,13,12,-4,-15,7,27
13072,13,16,-2,-19,1,27
13073,12,23,-4,-12,6,27
13074,23,20,4,-22,-13,27
13075,16,11,3,-25,0,27
13076,20,8,6,-13,2,27
13077,22,19,5,-22,7,27
13078,17,18,1,-22,2,27
13079,20,17,11,-19,6,27
13080,23,16,8,-23,7,27
13081,14,15,-13,-31,8,27
13082,21,22,-15,-17,9,27
13083,23,23,14,-2,17,27
