,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,E_Tot,N_Tot,A_Tot,C_Tot,O_Tot
9715,2,4,4,3,3,2,3,2,2,2,1,2,3,2,3,3,3,1,3,2,3,5,4,5,5,5,5,5,5,4,4,3,5,4,4,4,4,5,3,3,4,3,3,3,3,4,4,3,2,2,4,26,25,47,39,31
9716,2,2,3,3,3,3,4,2,3,4,2,2,3,2,3,2,2,2,3,2,2,4,3,4,3,3,5,3,3,4,4,3,3,3,3,1,3,3,3,4,3,2,3,3,3,3,3,4,2,4,3,29,23,36,29,30
9717,2,1,1,1,1,1,2,1,1,1,1,4,2,3,2,1,4,2,2,2,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,4,5,5,5,5,5,5,5,5,1,5,11,26,11,18,46
9718,2,3,3,5,4,5,5,5,5,5,5,5,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,4,5,3,5,3,3,5,4,5,4,5,5,3,3,5,5,45,43,50,39,44
9719,2,3,3,2,3,3,4,1,2,4,2,3,4,3,2,2,3,4,2,4,3,5,4,5,5,5,5,4,5,5,5,2,2,2,5,2,2,3,4,3,2,5,5,5,5,4,5,5,5,4,5,27,30,48,27,48
9720,2,1,3,3,3,3,3,2,1,1,1,1,2,1,1,3,2,3,3,3,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,5,3,5,4,4,5,1,5,5,21,21,48,49,40
9721,2,5,5,5,5,5,5,5,4,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,4,1,4,5,3,5,5,5,5,3,4,5,5,5,4,5,5,5,5,5,49,46,46,40,48
9722,2,2,4,4,3,4,2,4,4,4,4,5,4,5,4,3,3,1,1,2,5,3,3,4,4,4,2,4,4,4,4,1,3,3,3,3,1,3,2,1,3,1,3,5,5,2,5,3,1,1,4,35,33,36,23,30
9723,2,2,2,4,2,4,3,2,2,1,2,1,2,1,4,3,3,3,3,2,3,5,5,5,5,5,5,4,4,5,3,3,5,4,3,3,4,5,4,4,5,4,5,4,5,3,5,3,3,4,3,24,25,46,40,39
9724,1,4,4,5,4,3,4,4,5,5,2,2,2,1,4,5,2,5,5,2,4,5,5,4,5,1,5,5,5,5,4,5,4,4,4,5,3,5,5,5,5,4,5,3,5,4,4,4,4,5,4,40,32,44,45,42
9725,2,1,5,3,3,5,1,1,1,5,1,1,3,2,3,2,1,1,1,1,1,1,5,2,5,4,5,4,5,5,5,4,5,3,5,4,1,5,3,5,5,1,2,4,3,5,3,5,2,5,5,26,16,41,40,35
9726,2,3,4,4,2,1,1,4,2,3,3,3,4,3,2,3,3,3,3,3,4,4,4,4,4,3,4,5,3,4,3,2,4,5,3,2,5,5,4,4,4,4,3,4,4,4,5,5,4,3,4,27,31,38,38,40
9727,2,1,1,1,1,1,2,1,1,2,1,2,3,1,3,2,3,3,3,1,1,2,5,5,4,4,5,3,4,5,3,3,4,4,4,3,3,5,3,3,5,1,2,4,4,4,3,2,1,5,4,12,22,40,37,30
9728,1,2,2,1,2,1,2,1,1,1,1,5,5,5,5,2,5,3,3,2,5,3,1,3,2,3,1,2,2,1,3,4,3,4,3,2,3,3,2,2,4,5,5,5,5,5,5,5,5,5,5,14,40,21,30,50
9729,2,2,2,4,3,2,1,2,3,4,1,1,3,1,3,1,4,3,4,1,4,4,4,3,4,2,4,4,4,3,4,2,4,3,2,2,3,5,2,2,4,5,4,5,4,4,5,4,5,5,5,24,25,36,29,46
9730,1,1,3,5,4,5,4,1,1,1,4,5,1,4,5,1,2,4,3,3,4,5,5,5,5,5,2,1,5,5,2,1,1,2,1,5,4,2,1,1,2,4,4,5,1,1,1,2,1,3,2,29,32,40,20,24
9731,2,4,4,4,4,4,4,4,3,4,5,4,3,3,4,4,4,3,4,4,4,3,3,5,2,3,2,3,3,2,5,4,2,4,5,1,3,2,5,2,5,4,4,5,4,5,5,5,4,5,5,40,37,31,33,46
9732,1,2,3,4,1,4,4,2,2,3,2,3,4,1,1,3,2,2,2,2,2,4,3,2,4,4,4,4,4,4,3,1,3,5,2,2,4,4,3,1,4,3,4,4,3,4,4,4,4,4,2,27,22,36,29,36
9733,2,3,5,5,4,5,5,5,4,5,4,1,3,1,2,2,1,2,2,1,3,5,5,2,5,5,5,5,3,5,4,4,2,4,3,5,2,4,2,4,3,5,4,5,5,5,5,4,5,5,5,45,18,44,33,48
9734,2,3,4,3,3,4,2,3,1,2,1,2,3,1,1,1,2,1,2,2,4,1,4,2,5,5,5,5,5,5,3,3,4,4,4,5,5,3,3,2,4,2,3,5,4,3,5,5,1,4,4,26,19,40,37,36
9735,2,1,3,3,3,4,4,2,2,1,1,2,1,2,2,4,2,1,1,3,4,5,4,5,4,5,5,4,5,5,2,4,5,4,4,4,5,4,3,3,3,2,3,3,3,3,3,2,1,2,2,24,22,44,39,24
9736,1,1,1,4,3,3,2,1,2,2,2,4,4,5,2,5,4,4,4,4,4,3,3,3,3,3,1,3,2,2,3,3,2,4,2,2,3,4,2,4,3,3,4,5,3,3,4,3,3,3,3,21,40,26,29,34
9737,2,1,1,3,1,2,1,1,2,1,1,1,2,1,2,2,3,2,1,3,1,5,5,4,5,5,4,5,3,4,5,1,1,5,1,1,1,1,1,1,3,5,5,5,5,5,5,5,4,5,5,14,18,45,16,49
9738,1,2,3,2,2,4,4,3,2,1,3,4,2,1,3,2,5,1,2,4,2,5,5,4,4,5,5,5,4,5,2,3,4,4,4,2,4,3,4,3,3,3,5,5,5,4,5,4,3,5,5,26,26,44,34,44
9739,1,5,3,5,3,5,5,3,1,4,3,2,4,3,1,3,4,5,4,3,4,1,5,5,5,5,3,5,5,5,5,4,3,4,5,4,4,5,5,5,3,4,4,5,5,5,5,5,4,5,5,37,33,44,42,47
9740,2,1,2,1,3,3,4,1,2,1,1,1,3,2,3,2,3,1,1,3,4,4,4,5,4,3,5,3,4,4,3,3,5,5,5,5,5,5,3,4,3,3,2,4,3,4,5,5,2,5,5,19,23,39,43,38
9741,1,3,2,4,3,4,3,3,2,2,3,3,4,3,3,3,3,3,4,3,3,4,4,3,4,3,4,4,4,3,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,4,4,3,2,4,3,29,32,36,38,33
9742,1,1,2,3,2,2,3,2,1,2,2,1,2,1,2,2,2,3,4,2,3,5,4,3,4,4,4,4,3,4,3,2,2,4,3,1,3,4,2,3,3,5,4,5,4,3,5,4,4,5,3,20,22,38,27,42
9743,2,3,5,5,5,5,5,5,1,3,5,2,5,2,5,5,5,5,5,5,5,5,4,4,5,3,4,5,5,4,5,4,1,4,4,4,4,4,3,4,2,4,4,3,3,5,4,4,2,4,4,42,44,44,34,37
9744,1,1,5,2,1,3,5,1,1,1,2,2,2,4,1,1,2,1,1,2,1,2,5,1,5,2,4,5,5,4,5,3,2,3,1,1,1,5,4,2,2,4,4,5,3,3,1,3,2,4,3,22,17,38,24,32
9745,2,3,3,5,3,3,5,5,2,3,1,5,5,3,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,5,1,4,4,5,5,5,3,5,5,1,5,5,33,47,49,38,43
9746,2,1,2,2,2,2,3,2,2,2,1,1,2,2,3,3,2,2,2,1,2,4,3,1,2,2,2,2,1,2,2,3,4,4,4,2,2,4,2,3,2,2,3,4,3,3,5,4,2,5,4,19,20,21,30,35
9747,2,2,2,2,3,3,4,2,1,1,1,3,2,2,3,3,2,3,2,3,3,1,5,5,5,5,4,5,4,4,3,3,3,5,4,3,4,3,3,3,5,2,5,5,4,3,4,4,3,4,4,21,26,41,36,38
9748,2,2,4,2,3,4,4,2,4,4,1,4,3,4,2,1,3,1,1,1,2,3,4,2,4,4,3,3,3,4,2,3,3,3,4,1,3,4,2,5,3,4,2,5,3,2,4,2,4,4,4,30,22,32,31,34
9749,1,1,2,1,2,2,2,1,1,1,2,4,4,3,3,4,4,4,5,4,3,3,2,5,4,3,2,2,3,2,3,4,5,4,5,1,3,5,5,3,3,4,4,5,5,5,5,3,3,3,4,15,38,29,38,41
9750,2,1,2,3,2,3,3,2,3,5,3,1,3,1,1,3,2,2,2,3,1,5,5,4,5,5,5,5,5,5,3,4,3,4,2,1,1,4,5,3,4,3,5,5,5,4,5,4,3,4,5,27,19,47,31,43
9751,2,5,5,5,4,5,4,5,5,5,5,4,4,2,2,2,4,4,3,2,4,2,3,4,3,3,2,3,3,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,48,31,31,48,48
9752,1,2,1,2,2,4,2,3,1,2,2,5,5,2,2,4,5,5,5,3,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,21,40,47,49,47
9753,2,3,4,3,2,3,3,4,3,1,3,3,5,1,3,2,5,2,4,4,3,4,4,2,3,4,4,4,4,2,4,3,2,5,2,2,2,3,3,2,3,2,5,5,5,4,5,4,2,4,2,29,32,35,27,38
9754,2,5,5,5,3,5,5,5,4,2,3,2,3,1,2,2,3,2,2,4,4,1,5,5,5,5,5,5,5,5,5,4,4,5,4,2,4,4,4,5,5,4,2,4,2,4,4,5,3,4,4,42,25,46,41,36
9755,1,1,1,2,2,2,4,1,1,1,1,2,2,2,3,1,3,4,5,1,4,2,5,2,2,2,2,2,2,2,3,5,1,3,2,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,16,27,24,34,50
9756,1,1,4,2,4,4,5,2,3,5,3,4,5,4,5,2,4,2,4,3,5,3,4,1,2,3,2,4,3,2,2,2,2,5,2,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,33,38,26,25,50
9757,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,4,4,2,2,1,4,4,1,3,2,5,3,1,2,3,2,5,2,1,3,4,4,3,5,4,2,1,4,3,1,2,4,5,2,11,23,26,32,28
9758,1,2,2,2,2,1,4,1,3,4,1,2,4,2,4,4,4,4,5,4,5,4,3,5,4,4,4,3,4,4,4,5,5,5,5,3,4,4,4,3,5,5,5,4,4,4,4,4,5,5,3,22,38,39,43,43
9759,2,2,2,2,1,3,4,2,4,4,1,3,5,2,4,1,3,4,4,2,4,5,5,2,5,5,5,5,4,5,4,1,1,5,1,1,1,4,1,1,4,1,3,5,5,4,5,3,1,5,4,25,32,45,20,36
9760,2,4,4,4,3,4,4,4,1,3,3,5,4,4,1,1,2,3,4,3,5,4,3,5,3,1,3,5,3,3,4,4,5,4,4,5,5,5,4,3,3,2,4,5,4,5,5,4,3,3,5,34,32,34,42,40
9761,2,3,2,3,2,4,2,4,2,4,2,2,2,2,2,2,2,2,4,2,2,2,4,2,4,4,4,4,4,4,4,2,2,4,1,2,2,4,2,3,4,2,4,4,2,2,2,4,4,4,2,28,22,36,26,30
9762,1,2,4,3,4,4,4,2,4,2,4,3,2,3,2,3,3,3,3,3,4,2,3,3,4,4,5,4,4,4,3,3,3,4,4,3,3,3,4,4,3,2,4,2,4,3,4,3,2,2,3,33,29,36,34,29
9763,1,2,4,5,4,4,4,3,4,5,3,4,5,3,1,5,4,5,5,5,5,5,4,5,4,5,5,4,4,4,3,4,4,4,5,4,4,5,4,3,3,2,4,3,5,3,4,4,2,4,3,38,42,43,40,34
9764,1,3,2,2,3,2,3,2,1,2,2,2,2,1,2,5,5,3,4,5,2,5,3,5,4,5,3,4,4,4,3,3,5,3,4,2,5,5,4,4,4,4,5,4,1,4,5,4,4,5,3,22,31,40,39,39
9765,1,2,3,4,3,2,3,2,3,4,2,4,5,4,5,4,5,5,5,4,5,3,4,4,4,5,3,4,4,3,3,5,3,4,3,4,4,4,2,4,4,4,5,4,4,3,5,4,4,3,2,28,46,37,37,38
9766,1,5,3,3,1,5,2,1,1,1,1,5,3,2,3,1,5,1,1,5,1,3,4,4,5,2,1,5,5,5,5,3,1,2,5,3,5,5,5,3,5,1,4,5,5,5,5,5,1,5,5,23,27,39,37,41
9767,2,2,3,4,2,3,3,3,3,3,2,2,3,2,2,3,3,2,2,4,3,5,5,3,4,4,3,4,5,3,3,3,1,3,3,2,3,4,2,3,3,4,5,4,4,3,4,3,4,5,3,28,26,39,27,39
9768,2,2,3,3,2,3,5,2,1,2,1,3,4,3,4,3,5,4,5,5,4,5,4,5,4,5,5,4,5,5,4,3,3,2,5,4,3,5,5,4,5,5,5,2,4,5,3,5,4,5,5,24,40,46,39,43
9769,1,3,3,4,3,3,4,4,3,3,2,2,4,2,3,4,3,4,4,3,4,5,4,4,4,4,4,4,4,4,4,5,4,5,4,3,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,32,33,41,42,41
9770,2,1,5,5,3,2,4,4,5,5,2,1,2,1,4,5,4,2,3,3,1,3,1,2,1,2,4,2,3,3,3,1,1,4,1,1,2,4,3,3,3,1,4,5,4,3,5,2,1,4,3,36,26,24,23,32
9771,1,2,4,3,1,3,4,2,2,4,4,2,4,2,3,3,2,2,4,2,4,3,3,5,5,4,5,3,4,4,3,3,4,4,4,3,2,3,3,2,3,4,2,5,4,5,5,5,2,3,5,29,28,39,31,40
9772,1,1,2,2,1,3,1,2,1,2,2,4,5,5,3,4,5,5,5,5,4,4,5,5,4,4,4,3,5,5,4,2,3,1,2,2,3,5,5,5,4,3,5,4,5,2,4,3,4,5,4,17,45,43,32,39
9773,2,2,5,3,5,5,5,2,4,4,5,2,2,2,1,2,2,2,3,2,1,4,3,2,5,4,5,3,4,5,2,4,1,5,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,40,19,37,24,50
9774,2,1,3,3,1,2,4,1,1,1,1,3,3,3,2,4,3,4,4,3,3,5,4,5,5,2,3,4,4,4,3,4,4,4,3,3,4,3,4,2,4,5,4,4,4,4,5,5,5,5,3,18,32,39,35,44
9775,2,1,3,2,2,2,4,1,1,1,1,1,2,4,5,1,3,4,5,3,5,3,2,5,4,4,4,2,1,5,3,5,4,5,5,3,4,4,5,4,4,4,4,4,4,5,5,5,4,5,5,18,33,33,43,45
9776,2,3,5,5,3,5,5,4,5,4,3,3,4,2,5,3,3,3,3,2,5,1,5,5,5,5,2,5,5,5,5,3,2,5,3,1,2,3,5,5,4,3,1,4,1,4,5,5,1,2,5,42,33,43,33,31
9777,2,4,2,5,3,4,3,4,3,4,2,5,5,3,5,5,1,5,5,5,5,5,5,5,3,4,4,4,4,5,5,5,4,5,5,4,5,5,1,5,4,5,5,5,5,4,5,5,1,4,4,34,44,44,43,43
9778,2,3,5,5,5,5,5,3,5,1,3,4,3,1,4,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4,2,5,2,3,2,4,5,2,4,5,5,4,5,4,5,5,4,5,4,40,41,47,33,46
9779,2,4,2,2,2,3,3,2,2,1,1,3,4,3,3,5,3,2,3,2,4,5,3,5,4,5,4,2,4,2,4,2,4,5,4,3,4,5,4,3,5,4,5,4,1,4,5,5,5,4,5,22,32,38,39,42
9780,1,1,2,4,3,3,4,2,1,2,1,4,5,5,1,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,4,4,4,4,5,4,4,4,5,3,3,1,4,4,4,3,5,3,1,3,3,23,45,45,40,31
9781,2,2,4,4,3,3,4,3,1,2,2,4,4,3,2,4,4,2,3,3,3,5,3,4,4,5,2,5,4,3,3,2,3,4,4,2,4,3,3,2,3,3,3,4,4,3,4,4,3,3,4,28,32,38,30,35
9782,1,3,4,4,4,4,4,4,4,4,4,4,2,3,2,5,4,5,5,4,5,5,5,4,5,4,1,4,4,4,5,4,4,4,4,4,4,3,5,4,4,4,5,5,4,5,4,5,4,5,5,39,39,41,40,46
9783,2,4,4,4,4,4,4,5,3,4,4,4,3,2,3,4,4,3,3,4,4,5,4,4,5,4,4,4,5,4,4,3,3,3,3,3,3,4,5,3,4,4,4,5,5,4,5,3,4,5,5,40,34,43,34,44
9784,2,2,4,4,3,3,4,2,3,4,4,4,2,2,4,4,4,2,4,3,4,4,5,3,4,4,3,4,4,4,4,2,3,3,4,2,2,3,4,2,2,5,4,5,4,4,4,4,3,4,4,33,33,39,27,41
9785,2,1,3,3,4,3,5,3,4,5,3,5,4,3,3,4,4,3,3,5,3,5,5,5,4,5,3,5,5,5,2,5,3,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,34,37,44,43,50
9786,1,1,2,1,3,2,2,3,1,1,3,2,1,1,3,1,1,2,2,1,3,1,2,4,1,1,5,2,2,1,3,3,2,3,4,2,5,4,4,3,4,1,3,3,2,3,5,2,1,5,4,19,17,22,34,29
9787,2,1,5,1,2,5,5,5,5,1,5,5,5,2,5,5,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,1,5,35,31,12,18,46
9788,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,5,5,5,5,5,4,5,4,4,4,5,5,3,4,4,4,3,4,3,4,5,4,4,5,4,3,4,5,39,38,47,40,41
9789,1,5,5,5,4,5,4,5,3,5,4,4,2,3,1,4,5,3,5,4,5,5,5,2,4,1,3,2,3,4,4,2,1,3,4,2,1,4,2,4,3,3,2,5,4,4,4,2,4,4,5,45,36,33,26,37
9790,1,3,1,3,3,2,2,1,4,5,2,2,3,1,4,5,2,2,3,2,2,2,4,4,4,2,3,4,3,4,2,5,4,3,4,4,4,5,5,3,4,1,4,5,4,4,5,4,1,5,2,26,26,32,41,35
9791,2,3,3,4,2,2,4,2,1,1,2,4,4,3,3,4,3,5,5,3,4,5,4,5,4,3,2,4,5,2,4,4,4,4,4,3,3,3,5,5,5,4,4,2,5,4,2,5,3,5,4,24,38,38,40,38
9792,2,3,4,3,3,4,4,4,3,4,3,2,2,2,3,2,3,3,3,3,3,2,4,3,3,3,4,4,3,4,4,4,3,4,3,4,1,4,3,3,4,3,2,4,4,3,4,4,3,4,4,35,26,34,33,35
9793,1,1,4,2,1,1,2,2,1,2,1,3,3,3,2,2,3,3,4,2,2,2,3,4,1,2,3,2,2,2,1,3,3,4,4,2,4,3,3,3,5,4,4,4,4,4,4,4,4,4,4,17,27,22,34,40
9794,2,1,2,2,2,2,2,1,2,2,4,4,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,3,4,5,5,5,4,5,5,5,5,3,2,2,5,2,4,3,3,2,5,3,20,27,29,46,31
9795,2,3,3,3,4,3,3,2,3,3,4,3,3,2,4,3,3,3,4,2,4,3,3,3,2,3,2,2,2,2,2,4,4,5,4,3,4,3,4,5,4,5,4,4,4,3,3,3,4,3,4,31,31,24,40,37
9796,2,2,3,1,2,3,2,2,3,2,3,1,1,1,1,1,2,1,1,2,1,2,3,5,3,3,3,3,2,3,2,3,3,3,2,1,5,4,2,2,3,4,2,3,3,3,3,2,4,5,2,23,12,29,28,31
9797,2,3,4,3,3,4,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,5,4,2,4,4,3,4,4,4,4,3,1,4,1,1,2,3,3,2,3,3,4,4,4,4,5,4,3,4,3,29,10,38,23,38
9798,1,1,2,2,4,5,2,2,2,5,1,4,4,4,4,4,4,2,2,2,4,4,2,3,2,2,2,4,1,2,4,4,5,5,5,5,5,5,5,4,5,4,4,4,2,4,4,4,2,5,5,26,34,26,48,38
9799,2,5,5,5,5,5,5,5,3,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,1,3,5,5,5,4,4,5,5,5,5,5,1,5,5,46,48,44,44,44
9800,2,3,5,5,5,5,5,5,4,3,5,1,3,1,3,3,2,1,3,2,5,5,5,5,5,5,5,5,5,4,5,3,2,4,3,2,1,5,4,1,4,2,2,2,3,4,3,4,1,5,5,45,24,49,29,31
9801,2,2,3,4,3,3,4,4,3,3,2,2,2,1,2,3,2,3,3,3,3,1,5,5,5,2,5,5,4,5,4,3,4,5,4,3,4,4,4,2,3,3,5,5,1,4,4,4,2,4,5,31,24,41,36,37
9802,2,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,5,5,5,3,5,2,5,5,3,4,5,4,5,2,5,4,5,4,3,4,3,3,4,4,2,4,5,4,2,2,4,50,43,42,39,34
9803,2,4,5,4,5,5,5,5,4,5,3,1,4,2,4,4,3,1,3,3,4,3,3,5,3,4,3,5,4,3,5,4,1,5,4,2,2,3,5,3,5,4,4,5,4,5,5,5,4,4,5,45,29,38,34,45
9804,1,5,5,4,5,5,5,4,5,5,5,1,1,1,2,2,1,2,2,2,2,1,5,5,5,5,4,5,4,5,4,2,3,5,4,2,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,48,16,43,36,50
9805,2,3,2,2,1,3,2,2,4,3,2,5,4,4,3,2,3,4,4,4,4,4,5,5,4,4,4,5,4,5,4,2,4,4,3,1,1,4,2,2,3,4,4,5,4,3,5,4,4,5,5,24,37,44,26,43
9806,2,1,3,3,2,2,3,1,2,4,1,5,4,4,5,3,4,5,5,3,5,4,2,3,3,2,4,2,2,3,4,5,1,4,3,2,1,5,5,3,4,3,4,2,3,3,2,5,4,3,3,22,43,29,33,32
9807,2,3,4,5,2,4,3,3,2,2,2,2,3,2,2,5,4,2,3,1,2,2,5,3,4,4,4,5,5,5,4,4,2,4,3,2,5,4,5,5,4,4,4,5,3,3,5,4,2,4,3,30,26,41,38,37
9808,2,4,4,4,3,5,4,4,4,4,2,4,3,2,2,4,3,4,4,3,2,5,5,3,5,5,5,5,4,5,5,2,1,3,1,1,1,4,2,2,2,4,5,5,5,4,5,5,4,4,4,38,31,47,19,45
9809,2,2,4,5,3,5,4,4,3,3,4,5,3,3,4,4,4,5,5,4,5,5,5,4,5,4,4,5,5,5,5,3,3,4,3,3,2,3,4,3,4,5,4,3,3,4,3,4,5,4,3,37,42,47,32,38
9810,2,1,1,3,2,2,2,1,2,2,1,1,4,1,4,5,4,3,4,4,4,4,4,5,5,3,2,4,3,4,2,4,5,4,2,1,1,1,4,1,4,3,4,5,2,4,5,5,2,4,4,17,34,36,27,38
9811,1,4,5,5,5,4,5,5,4,4,5,4,4,2,4,4,4,3,4,2,4,4,5,3,5,4,3,4,4,5,4,3,4,4,3,2,3,4,3,4,4,4,4,3,3,4,4,5,4,4,4,46,35,41,34,39
9812,2,3,2,4,2,4,1,3,1,2,1,1,4,1,1,3,3,3,4,4,3,5,5,1,5,5,5,5,5,5,3,4,2,4,2,2,3,5,2,3,3,4,4,5,4,4,5,3,3,5,5,23,27,44,30,42
9813,1,3,4,5,3,4,4,4,3,3,3,5,5,4,2,5,5,4,4,5,3,5,5,5,5,4,5,4,4,5,4,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,36,42,46,46,50
9814,1,3,3,3,3,4,4,3,2,3,2,2,2,1,2,3,2,2,2,1,2,3,4,4,4,4,4,4,3,4,2,4,3,2,3,3,3,4,5,4,4,4,1,3,3,4,4,3,4,4,4,30,19,36,35,34
9815,2,2,3,5,3,4,4,2,2,3,4,4,3,4,3,2,4,4,4,5,4,5,5,5,5,4,4,4,4,4,5,4,2,5,3,4,3,4,5,3,4,4,5,5,4,4,5,5,4,5,5,32,37,45,37,46
9816,2,1,1,2,2,1,1,1,1,1,1,4,4,2,3,5,5,5,5,5,5,5,4,5,5,4,5,5,1,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,5,5,4,1,4,5,12,43,43,49,40
9817,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,1,3,5,3,5,5,5,5,5,5,5,5,5,5,10,10,44,42,50
9818,2,2,3,4,3,2,5,2,3,4,1,4,5,4,4,5,5,5,5,5,4,4,5,4,3,4,3,4,3,2,3,3,1,4,4,1,1,4,2,4,2,5,5,3,5,5,4,5,5,5,4,29,46,35,26,46
9819,2,2,3,3,4,3,4,1,3,5,3,1,1,1,1,5,4,1,1,3,1,4,4,4,5,2,2,4,2,5,1,2,1,4,2,1,1,5,3,2,4,5,4,5,5,4,5,4,5,5,5,31,19,33,25,47
9820,1,1,1,2,4,1,4,1,4,1,1,2,2,2,2,3,4,4,3,3,3,5,5,5,5,4,3,5,5,4,3,4,3,4,4,3,3,4,4,4,4,2,5,4,5,5,5,4,5,5,5,20,28,44,37,45
9821,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,5,4,4,4,4,5,4,4,4,4,3,3,3,3,4,3,4,3,27,34,39,42,34
9822,2,4,4,5,4,4,4,5,4,4,4,2,2,2,4,3,2,2,2,2,4,4,4,3,2,4,4,4,4,3,4,3,2,4,1,2,2,4,4,2,3,4,4,4,3,4,5,4,4,4,4,42,25,36,27,40
9823,2,4,4,5,1,4,4,3,3,4,5,5,5,1,1,1,1,4,4,2,3,5,4,5,5,5,4,5,1,5,5,5,4,5,5,4,1,5,5,3,3,4,5,3,5,5,4,5,3,5,4,37,27,44,40,43
9824,2,2,5,4,4,4,4,3,2,3,3,3,3,2,4,3,5,4,5,4,5,5,4,4,5,5,4,5,5,4,4,4,5,4,5,2,4,4,4,4,3,4,4,3,4,3,4,4,2,2,4,34,38,45,39,34
9825,2,3,3,5,2,4,3,3,2,3,2,3,3,1,3,2,3,2,3,3,3,4,3,3,3,3,4,4,3,5,3,4,4,4,3,3,4,5,3,4,3,4,4,5,4,4,5,4,3,4,4,30,26,35,37,41
9826,2,1,2,2,1,1,3,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,4,5,5,5,4,3,4,5,3,1,2,3,2,1,2,2,3,2,2,3,3,5,4,3,5,3,3,5,3,14,15,40,20,37
9827,1,1,1,4,1,2,2,1,1,1,1,5,5,4,4,4,5,5,5,5,5,5,4,5,3,5,4,4,4,2,4,4,4,5,4,5,5,4,5,2,5,4,5,4,5,5,5,5,3,5,5,15,47,40,43,46
9828,1,3,5,4,5,3,5,4,5,5,3,2,3,2,1,3,3,3,2,3,1,1,3,3,2,2,2,2,2,2,4,3,2,4,2,1,1,3,2,2,4,4,5,2,4,4,2,5,5,3,3,42,23,23,24,37
9829,2,1,4,3,1,4,5,2,3,2,1,1,2,1,1,2,1,1,1,1,1,4,5,1,4,4,5,4,4,4,2,3,1,2,2,1,3,4,5,4,5,5,5,5,5,3,4,5,4,5,3,26,12,37,30,44
9830,2,2,3,5,3,4,3,3,4,2,3,3,2,2,2,3,5,3,4,4,5,2,5,4,5,4,5,4,5,5,5,4,3,4,3,3,4,4,4,4,4,3,3,3,3,4,3,3,2,3,3,32,33,44,37,30
9831,1,2,3,3,3,3,4,3,3,2,2,4,4,4,2,4,4,4,5,3,2,2,3,2,2,2,3,3,2,2,4,3,2,4,4,2,2,3,4,3,2,4,5,3,4,3,4,4,3,4,3,28,36,25,29,37
9832,1,3,2,5,2,5,2,2,1,2,1,4,4,2,3,2,5,4,5,4,3,5,5,5,5,4,3,3,5,5,5,4,1,5,5,5,4,4,4,4,5,5,2,5,2,3,5,4,1,4,4,25,36,45,41,35
9833,2,2,4,3,3,4,4,1,3,2,3,2,1,2,2,3,3,3,3,3,3,4,4,4,4,3,4,4,3,4,3,3,5,4,3,2,4,3,4,2,4,3,5,4,5,3,5,3,4,5,5,29,25,37,34,42
9834,2,4,5,5,4,5,4,5,3,4,4,3,4,3,4,4,4,4,5,3,5,5,5,5,5,1,5,5,4,5,5,4,2,4,5,1,3,4,4,4,3,2,3,4,5,4,5,3,1,4,3,43,39,45,34,34
